,birth,book,writer,min_bookDate
87,1980,http://dbpedia.org/resource/The_Miseducation_of_Cameron_Post,http://dbpedia.org/resource/Emily_M._Danforth,2012
88,1921,http://dbpedia.org/resource/Never_Cry_Wolf,http://dbpedia.org/resource/Farley_Mowat,1963
89,1952,http://dbpedia.org/resource/Rise_to_Rebellion,http://dbpedia.org/resource/Jeff_Shaara,2001
90,1938,http://dbpedia.org/resource/The_Ruling_Class_(novel),http://dbpedia.org/resource/Francine_Pascal,2004
91,1920,http://dbpedia.org/resource/Direct_Descent;http://dbpedia.org/resource/Man_of_Two_Worlds;http://dbpedia.org/resource/The_Best_of_Frank_Herbert;http://dbpedia.org/resource/The_Book_of_Frank_Herbert;http://dbpedia.org/resource/The_Collected_Stories_of_Frank_Herbert;http://dbpedia.org/resource/The_Dragon_in_the_Sea;http://dbpedia.org/resource/The_Eyes_of_Heisenberg;http://dbpedia.org/resource/The_Green_Brain;http://dbpedia.org/resource/The_Heaven_Makers;http://dbpedia.org/resource/The_Priests_of_Psi;http://dbpedia.org/resource/The_Santaroga_Barrier;http://dbpedia.org/resource/The_Worlds_of_Frank_Herbert;http://dbpedia.org/resource/Hellstrom's_Hive,http://dbpedia.org/resource/Frank_Herbert,1956
92,1926,http://dbpedia.org/resource/Godric_(novel),http://dbpedia.org/resource/Frederick_Buechner,1980
93,1948,http://dbpedia.org/resource/Dying_of_the_Light;http://dbpedia.org/resource/Fevre_Dream;http://dbpedia.org/resource/Hunter's_Run,http://dbpedia.org/resource/George_R._R._Martin,1977
94,1928,http://dbpedia.org/resource/Dimiter;http://dbpedia.org/resource/Crazy_(novel);http://dbpedia.org/resource/Elsewhere_(Blatty_novel);http://dbpedia.org/resource/Legion_(Blatty_novel);http://dbpedia.org/resource/The_Exorcist_(novel),http://dbpedia.org/resource/William_Peter_Blatty,1971
95,1955,http://dbpedia.org/resource/World_and_Town,http://dbpedia.org/resource/Gish_Jen,2010
96,1963,"http://dbpedia.org/resource/A_Semester_in_the_Life_of_a_Garbage_Bag;http://dbpedia.org/resource/I_Want_to_Go_Home;http://dbpedia.org/resource/Macdonald_Hall_Goes_Hollywood;http://dbpedia.org/resource/Son_of_Interflux;http://dbpedia.org/resource/The_Twinkie_Squad;http://dbpedia.org/resource/The_War_with_Mr._Wizzle;http://dbpedia.org/resource/Zoobreak;http://dbpedia.org/resource/Don't_Care_High;http://dbpedia.org/resource/Hideout_(novel);http://dbpedia.org/resource/Jackpot_(Korman_novel);http://dbpedia.org/resource/No_Coins,_Please;http://dbpedia.org/resource/Schooled_(novel);http://dbpedia.org/resource/Swindle_(novel);http://dbpedia.org/resource/This_Can't_Be_Happening_at_Macdonald_Hall",http://dbpedia.org/resource/Gordon_Korman,1984
97,1952,http://dbpedia.org/resource/A_Monstrous_Regiment_of_Women;http://dbpedia.org/resource/Garment_of_Shadows;http://dbpedia.org/resource/Justice_Hall;http://dbpedia.org/resource/The_God_of_the_Hive;http://dbpedia.org/resource/To_Play_the_Fool;http://dbpedia.org/resource/With_Child;http://dbpedia.org/resource/Pirate_King_(novel);http://dbpedia.org/resource/The_Beekeeper's_Apprentice;http://dbpedia.org/resource/The_Moor_(novel),http://dbpedia.org/resource/Laurie_R._King,1994
98,1951,http://dbpedia.org/resource/Man_Descending,http://dbpedia.org/resource/Guy_Vanderhaeghe,1982
99,1957,"http://dbpedia.org/resource/The_Promise:_President_Obama,_Year_One",http://dbpedia.org/resource/Jonathan_Alter,2010
100,1939,http://dbpedia.org/resource/Alias_Grace;http://dbpedia.org/resource/Lady_Oracle;http://dbpedia.org/resource/MaddAddam;http://dbpedia.org/resource/Stone_Mattress;http://dbpedia.org/resource/The_Edible_Woman;http://dbpedia.org/resource/The_Robber_Bride;http://dbpedia.org/resource/The_Year_of_the_Flood;http://dbpedia.org/resource/Cat's_Eye_(novel),http://dbpedia.org/resource/Margaret_Atwood,1969
101,1920,http://dbpedia.org/resource/Season_Ticket:_A_Baseball_Companion,http://dbpedia.org/resource/Roger_Angell,1988
102,1945,http://dbpedia.org/resource/Mountains_Beyond_Mountains,http://dbpedia.org/resource/Tracy_Kidder,2003
103,1914,http://dbpedia.org/resource/Port_of_Saints;http://dbpedia.org/resource/The_Last_Words_of_Dutch_Schultz;http://dbpedia.org/resource/The_Place_of_Dead_Roads;http://dbpedia.org/resource/The_Western_Lands;http://dbpedia.org/resource/The_Yage_Letters;http://dbpedia.org/resource/Exterminator!;http://dbpedia.org/resource/Interzone_(book);http://dbpedia.org/resource/Junkie_(novel);http://dbpedia.org/resource/My_Education:_A_Book_of_Dreams;http://dbpedia.org/resource/The_Wild_Boys_(novel),http://dbpedia.org/resource/William_S._Burroughs,1953
104,1957,http://dbpedia.org/resource/Human_Smoke;http://dbpedia.org/resource/The_Way_the_World_Works;http://dbpedia.org/resource/Room_Temperature_(novel),http://dbpedia.org/resource/Nicholson_Baker,1990
105,1943,http://dbpedia.org/resource/Back_to_the_Moon,http://dbpedia.org/resource/Homer_Hickam,1999
106,1959,http://dbpedia.org/resource/The_Labyrinth_Key,http://dbpedia.org/resource/Howard_V._Hendrix,2004
107,1932,http://dbpedia.org/resource/Gerald's_Party,http://dbpedia.org/resource/Robert_Coover,1986
108,1963,http://dbpedia.org/resource/Blood_Noir;http://dbpedia.org/resource/Cerulean_Sins;http://dbpedia.org/resource/Circus_of_the_Damned;http://dbpedia.org/resource/Incubus_Dreams;http://dbpedia.org/resource/Narcissus_in_Chains;http://dbpedia.org/resource/Obsidian_Butterfly;http://dbpedia.org/resource/The_Killing_Dance;http://dbpedia.org/resource/The_Lunatic_Cafe;http://dbpedia.org/resource/Bloody_Bones_(novel);http://dbpedia.org/resource/Blue_Moon_(Hamilton_novel);http://dbpedia.org/resource/Burnt_Offerings_(novel);http://dbpedia.org/resource/Guilty_Pleasures_(novel);http://dbpedia.org/resource/Micah_(novel);http://dbpedia.org/resource/The_Harlequin_(novel),http://dbpedia.org/resource/Laurell_K._Hamilton,1993
109,1930,http://dbpedia.org/resource/Chronopolis_and_Other_Stories;http://dbpedia.org/resource/Concrete_Island;http://dbpedia.org/resource/Extreme_Metaphors;http://dbpedia.org/resource/Miracles_of_Life;http://dbpedia.org/resource/Myths_of_the_Near_Future;http://dbpedia.org/resource/Passport_to_Eternity;http://dbpedia.org/resource/Rushing_to_Paradise;http://dbpedia.org/resource/The_4-Dimensional_Nightmare;http://dbpedia.org/resource/The_Atrocity_Exhibition;http://dbpedia.org/resource/The_Crystal_World;http://dbpedia.org/resource/The_Day_of_Creation;http://dbpedia.org/resource/The_Day_of_Forever;http://dbpedia.org/resource/The_Disaster_Area;http://dbpedia.org/resource/The_Drowned_World;http://dbpedia.org/resource/The_Impossible_Man;http://dbpedia.org/resource/The_Kindness_of_Women;http://dbpedia.org/resource/The_Overloaded_Man;http://dbpedia.org/resource/The_Terminal_Beach;http://dbpedia.org/resource/The_Unlimited_Dream_Company;http://dbpedia.org/resource/High-Rise_(novel);http://dbpedia.org/resource/Kingdom_Come_(Ballard_novel);http://dbpedia.org/resource/Running_Wild_(novella);http://dbpedia.org/resource/The_Burning_World_(novel),http://dbpedia.org/resource/J._G._Ballard,1962
110,1929,http://dbpedia.org/resource/The_Eagle_Has_Flown,http://dbpedia.org/resource/Jack_Higgins,1991
111,1964,http://dbpedia.org/resource/Kushiel's_Chosen;http://dbpedia.org/resource/Kushiel's_Dart,http://dbpedia.org/resource/Jacqueline_Carey,2001
112,1907,http://dbpedia.org/resource/The_Covenant_(novel),http://dbpedia.org/resource/James_A._Michener,1980
113,1947,http://dbpedia.org/resource/Along_Came_a_Spider;http://dbpedia.org/resource/1st_to_Die;http://dbpedia.org/resource/Roses_Are_Red_(novel);http://dbpedia.org/resource/The_Lake_House_(novel);http://dbpedia.org/resource/Thriller_(book),http://dbpedia.org/resource/James_Patterson,1993
114,1904,http://dbpedia.org/resource/The_Blueberry_Pie_Elf,http://dbpedia.org/resource/Jane_Thayer,1961
115,1915,http://dbpedia.org/resource/The_Cabin_Faced_West,http://dbpedia.org/resource/Jean_Fritz,1958
116,1962,http://dbpedia.org/resource/The_Keep_(Egan_novel),http://dbpedia.org/resource/Jennifer_Egan,2006
117,1953,http://dbpedia.org/resource/Lady_of_Sherwood;http://dbpedia.org/resource/Lady_of_the_Forest;http://dbpedia.org/resource/Lady_of_the_Glen;http://dbpedia.org/resource/The_Golden_Key_(novel),http://dbpedia.org/resource/Jennifer_Roberson,1992
118,1957,http://dbpedia.org/resource/A_Death_of_Honor;http://dbpedia.org/resource/Angel's_Luck,http://dbpedia.org/resource/Joe_Clifford_Faust,1987
119,1955,http://dbpedia.org/resource/Skipping_Christmas;http://dbpedia.org/resource/The_Partner;http://dbpedia.org/resource/The_Pelican_Brief;http://dbpedia.org/resource/The_Runaway_Jury;http://dbpedia.org/resource/The_Street_Lawyer;http://dbpedia.org/resource/A_Time_to_Kill_(Grisham_novel);http://dbpedia.org/resource/The_Brethren_(novel);http://dbpedia.org/resource/The_Chamber_(novel);http://dbpedia.org/resource/The_Confession_(novel);http://dbpedia.org/resource/The_Rainmaker_(novel);http://dbpedia.org/resource/Theodore_Boone:_Kid_Lawyer,http://dbpedia.org/resource/John_Grisham,1989
120,1960,http://dbpedia.org/resource/The_Commitment_Engine,http://dbpedia.org/resource/John_Jantsch,2006
121,1967,http://dbpedia.org/resource/The_Men_Who_Stare_at_Goats;http://dbpedia.org/resource/Them:_Adventures_with_Extremists,http://dbpedia.org/resource/Jon_Ronson,2001
122,1958,http://dbpedia.org/resource/Rot_&_Ruin,http://dbpedia.org/resource/Jonathan_Maberry,2010
123,1943,http://dbpedia.org/resource/American_Creation;http://dbpedia.org/resource/American_Sphinx;http://dbpedia.org/resource/Founding_Brothers;http://dbpedia.org/resource/His_Excellency:_George_Washington,http://dbpedia.org/resource/Joseph_Ellis,1996
124,1936,http://dbpedia.org/resource/Ordinary_People_(novel),http://dbpedia.org/resource/Judith_Guest,1976
125,1941,"http://dbpedia.org/resource/Catherine,_Called_Birdy;http://dbpedia.org/resource/The_Midwife's_Apprentice",http://dbpedia.org/resource/Karen_Cushman,1991
126,1951,http://dbpedia.org/resource/Emotionally_Weird;http://dbpedia.org/resource/Not_the_End_of_the_World_(short_story_collection),http://dbpedia.org/resource/Kate_Atkinson,2000
127,1954,http://dbpedia.org/resource/A_Pale_View_of_Hills;http://dbpedia.org/resource/An_Artist_of_the_Floating_World;http://dbpedia.org/resource/The_Remains_of_the_Day;http://dbpedia.org/resource/The_Unconsoled;http://dbpedia.org/resource/When_We_Were_Orphans;http://dbpedia.org/resource/Never_Let_Me_Go_(novel),http://dbpedia.org/resource/Kazuo_Ishiguro,1982
128,1977,http://dbpedia.org/resource/Looking_for_Alaska,http://dbpedia.org/resource/John_Green_(author),2005
129,1931,http://dbpedia.org/resource/Japan_Sinks,http://dbpedia.org/resource/Sakyo_Komatsu,1973
130,1969,http://dbpedia.org/resource/Mad_Dogs_and_Englishmen_(Doctor_Who);http://dbpedia.org/resource/To_the_Devil_—_a_Diva!;http://dbpedia.org/resource/Verdigris_(novel),http://dbpedia.org/resource/Paul_Magrs,2000
131,1948,http://dbpedia.org/resource/Dragon_Cauldron;http://dbpedia.org/resource/Dragon_Steel;http://dbpedia.org/resource/Dragon_War;http://dbpedia.org/resource/Dragon_of_the_Lost_Sea;http://dbpedia.org/resource/Dragon_(fantasy_series),http://dbpedia.org/resource/Laurence_Yep,1982
132,1958,http://dbpedia.org/resource/Passage_to_Nirvana,http://dbpedia.org/resource/Lee_Carlson,2010
133,1978,http://dbpedia.org/resource/Islam_and_the_Future_of_Tolerance,http://dbpedia.org/resource/Maajid_Nawaz,2015
134,1954,http://dbpedia.org/resource/More_Sideways_Arithmetic_from_Wayside_School;http://dbpedia.org/resource/Sideways_Arithmetic_from_Wayside_School;http://dbpedia.org/resource/Sixth_Grade_Secrets;http://dbpedia.org/resource/Someday_Angeline;http://dbpedia.org/resource/The_Boy_Who_Lost_His_Face;http://dbpedia.org/resource/Johnny's_in_the_Basement;http://dbpedia.org/resource/There's_a_Boy_in_the_Girls'_Bathroom,http://dbpedia.org/resource/Louis_Sachar,1981
135,1970,http://dbpedia.org/resource/First_They_Killed_My_Father,http://dbpedia.org/resource/Loung_Ung,2000
136,1926,http://dbpedia.org/resource/The_Diviners,http://dbpedia.org/resource/Margaret_Laurence,1974
137,1908,http://dbpedia.org/resource/Exiles_of_Time;http://dbpedia.org/resource/Nightmares_and_Daydreams;http://dbpedia.org/resource/Other_Worlds_Than_Ours;http://dbpedia.org/resource/The_Far_Side_of_Nowhere;http://dbpedia.org/resource/The_Thirty-First_of_February,http://dbpedia.org/resource/Nelson_S._Bond,1949
138,1942,http://dbpedia.org/resource/Canto_for_a_Gypsy;http://dbpedia.org/resource/Gorky_Park_(novel);http://dbpedia.org/resource/Havana_Bay_(novel);http://dbpedia.org/resource/Red_Square_(novel),http://dbpedia.org/resource/Martin_Cruz_Smith,1972
139,1914,http://dbpedia.org/resource/The_Ambidextrous_Universe,http://dbpedia.org/resource/Martin_Gardner,1964
140,1950,http://dbpedia.org/resource/The_Sparrow_(novel),http://dbpedia.org/resource/Mary_Doria_Russell,1996
141,1951,http://dbpedia.org/resource/Last_Stop_on_Market_Street,http://dbpedia.org/resource/Matt_de_la_Peña,2015
142,1971,http://dbpedia.org/resource/The_Perfect_Mile;http://dbpedia.org/resource/The_New_Cool_(book),http://dbpedia.org/resource/Neal_Bascomb,2004
143,1952,http://dbpedia.org/resource/Dexter_Is_Delicious;http://dbpedia.org/resource/Dexter_by_Design;http://dbpedia.org/resource/Dexter_is_Dead;http://dbpedia.org/resource/Double_Dexter,http://dbpedia.org/resource/Jeff_Lindsay_(writer),2009
144,1948,http://dbpedia.org/resource/Queen_of_Camelot,http://dbpedia.org/resource/Nancy_McKenzie,2002
145,1934,http://dbpedia.org/resource/The_Way_to_Rainy_Mountain,http://dbpedia.org/resource/N._Scott_Momaday,1969
146,1960,http://dbpedia.org/resource/Midnight_Robber;http://dbpedia.org/resource/So_Long_Been_Dreaming;http://dbpedia.org/resource/Brown_Girl_in_the_Ring_(novel);http://dbpedia.org/resource/Mojo:_Conjure_Stories,http://dbpedia.org/resource/Nalo_Hopkinson,1998
147,1970,http://dbpedia.org/resource/No_Logo;http://dbpedia.org/resource/The_Shock_Doctrine,http://dbpedia.org/resource/Naomi_Klein,1999
148,1931,http://dbpedia.org/resource/For_Want_of_a_Nail_(novel);http://dbpedia.org/resource/ITT:_The_Management_of_Opportunity,http://dbpedia.org/resource/Robert_Sobel,1973
149,1965,http://dbpedia.org/resource/Safe_Haven_(novel);http://dbpedia.org/resource/See_Me_(novel),http://dbpedia.org/resource/Nicholas_Sparks,2011
150,1971,http://dbpedia.org/resource/Hero_(novel),http://dbpedia.org/resource/Perry_Moore,2007
151,1929,"http://dbpedia.org/resource/The_Phantom_Tollbooth;http://dbpedia.org/resource/The_Hello,_Goodbye_Window",http://dbpedia.org/resource/Norton_Juster,1961
152,1958,http://dbpedia.org/resource/The_Bin_Ladens:_An_Arabian_Family_in_the_American_Century,http://dbpedia.org/resource/Steve_Coll,2008
153,1969,http://dbpedia.org/resource/The_Everafter_War;http://dbpedia.org/resource/The_Problem_Child,http://dbpedia.org/resource/Michael_Buckley_(author),2006
154,1953,http://dbpedia.org/resource/Tea_from_an_Empty_Cup,http://dbpedia.org/resource/Pat_Cadigan,1998
155,1948,http://dbpedia.org/resource/Alphabet_of_Thorn;http://dbpedia.org/resource/Harpist_in_the_Wind;http://dbpedia.org/resource/Heir_of_Sea_and_Fire;http://dbpedia.org/resource/The_Riddle-Master_of_Hed,http://dbpedia.org/resource/Patricia_A._McKillip,1976
156,1938,"http://dbpedia.org/resource/Sarah,_Plain_and_Tall",http://dbpedia.org/resource/Patricia_MacLachlan,1985
157,1917,http://dbpedia.org/resource/A_Night_to_Remember_(book),http://dbpedia.org/resource/Walter_Lord,1955
158,1973,http://dbpedia.org/resource/Imperial_Life_in_the_Emerald_City,http://dbpedia.org/resource/Rajiv_Chandrasekaran,2006
159,1951,http://dbpedia.org/resource/And_the_Band_Played_On,http://dbpedia.org/resource/Randy_Shilts,1987
160,1926,http://dbpedia.org/resource/The_Shrinking_Man;http://dbpedia.org/resource/What_Dreams_May_Come;http://dbpedia.org/resource/Born_of_Man_and_Woman_(short_story_collection);http://dbpedia.org/resource/Earthbound_(novel);http://dbpedia.org/resource/Hell_House_(novel),http://dbpedia.org/resource/Richard_Matheson,1954
161,1960,http://dbpedia.org/resource/Far-Seer;http://dbpedia.org/resource/Fossil_Hunter;http://dbpedia.org/resource/The_Terminal_Experiment;http://dbpedia.org/resource/Flashforward_(novel);http://dbpedia.org/resource/Foreigner_(Sawyer_novel);http://dbpedia.org/resource/Illegal_Alien_(Sawyer_novel);http://dbpedia.org/resource/Triggers_(novel),http://dbpedia.org/resource/Robert_J._Sawyer,1992
162,1905,http://dbpedia.org/resource/All_the_King's_Men,http://dbpedia.org/resource/Robert_Penn_Warren,1946
163,1913,http://dbpedia.org/resource/Fifth_Business;http://dbpedia.org/resource/The_Cunning_Man;http://dbpedia.org/resource/The_Rebel_Angels,http://dbpedia.org/resource/Robertson_Davies,1970
164,1915,http://dbpedia.org/resource/The_Moving_Target;http://dbpedia.org/resource/Sleeping_Beauty_(Macdonald_novel),http://dbpedia.org/resource/Ross_Macdonald,1949
165,1965,http://dbpedia.org/resource/Breathers:_A_Zombie's_Lament,http://dbpedia.org/resource/S._G._Browne,2009
166,1967,http://dbpedia.org/resource/Islam_and_the_Future_of_Tolerance,http://dbpedia.org/resource/Sam_Harris,2015
167,1920,http://dbpedia.org/resource/The_Whipping_Boy,http://dbpedia.org/resource/Sid_Fleischman,1986
168,1955,http://dbpedia.org/resource/Deathstalker_(novel),http://dbpedia.org/resource/Simon_R._Green,1995
169,1921,http://dbpedia.org/resource/The_Story_of_Islamic_Imperialism_in_India,http://dbpedia.org/resource/Sita_Ram_Goel,1982
170,1918,http://dbpedia.org/resource/A_Live_Coal_in_the_Sea;http://dbpedia.org/resource/A_Ring_of_Endless_Light;http://dbpedia.org/resource/A_Severed_Wasp;http://dbpedia.org/resource/Meet_the_Austins;http://dbpedia.org/resource/The_Moon_by_Night;http://dbpedia.org/resource/The_Small_Rain;http://dbpedia.org/resource/The_Young_Unicorns,http://dbpedia.org/resource/Madeleine_L'Engle,1945
171,1952,http://dbpedia.org/resource/The_Humble_Administrator's_Garden,http://dbpedia.org/resource/Vikram_Seth,1985
172,1919,http://dbpedia.org/resource/Holiday_(novel),http://dbpedia.org/resource/Stanley_Middleton,1974
173,1948,http://dbpedia.org/resource/The_Tortilla_Curtain;http://dbpedia.org/resource/Water_Music_(novel),http://dbpedia.org/resource/T._C._Boyle,1982
174,1956,http://dbpedia.org/resource/A_Mist_of_Prophecies;http://dbpedia.org/resource/A_Murder_on_the_Appian_Way;http://dbpedia.org/resource/Arms_of_Nemesis;http://dbpedia.org/resource/Last_Seen_in_Massilia;http://dbpedia.org/resource/Raiders_of_the_Nile;http://dbpedia.org/resource/Roman_Blood;http://dbpedia.org/resource/The_House_of_the_Vestals;http://dbpedia.org/resource/The_Judgment_of_Caesar;http://dbpedia.org/resource/The_Triumph_of_Caesar;http://dbpedia.org/resource/The_Venus_Throw;http://dbpedia.org/resource/Wrath_of_the_Furies;http://dbpedia.org/resource/Catilina's_Riddle;http://dbpedia.org/resource/Empire_(Saylor_novel);http://dbpedia.org/resource/Rubicon_(Saylor_novel);http://dbpedia.org/resource/The_Seven_Wonders_(Saylor_novel),http://dbpedia.org/resource/Steven_Saylor,1991
175,1942,http://dbpedia.org/resource/A_Change_for_the_Better;http://dbpedia.org/resource/Air_and_Angels;http://dbpedia.org/resource/In_the_Springtime_of_the_Year;http://dbpedia.org/resource/Mrs_de_Winter;http://dbpedia.org/resource/The_Albatross;http://dbpedia.org/resource/The_Boy_Who_Taught_the_Beekeeper_to_Read;http://dbpedia.org/resource/The_Enclosure;http://dbpedia.org/resource/The_Man_in_the_Picture;http://dbpedia.org/resource/The_Mist_in_the_Mirror;http://dbpedia.org/resource/The_Service_of_Clouds;http://dbpedia.org/resource/The_Small_Hand;http://dbpedia.org/resource/The_Various_Haunts_of_Men;http://dbpedia.org/resource/Black_Sheep_(Hill_novel);http://dbpedia.org/resource/I'm_the_King_of_the_Castle;http://dbpedia.org/resource/Strange_Meeting_(novel);http://dbpedia.org/resource/The_Beacon_(novel),http://dbpedia.org/resource/Susan_Hill,1961
176,1951,http://dbpedia.org/resource/Praying_for_Power,http://dbpedia.org/resource/Timothy_Brook,1994
177,1965,http://dbpedia.org/resource/Land_of_the_Headless;http://dbpedia.org/resource/The_Soddit;http://dbpedia.org/resource/On_(novel);http://dbpedia.org/resource/Splinter_(novel);http://dbpedia.org/resource/Stone_(novel);http://dbpedia.org/resource/The_Snow_(novel),http://dbpedia.org/resource/Adam_Roberts_(British_writer),2001
178,1958,http://dbpedia.org/resource/Echopraxia_(novel),http://dbpedia.org/resource/Peter_Watts_(author),2014
179,1950,http://dbpedia.org/resource/Caedmon's_Song,http://dbpedia.org/resource/Peter_Robinson_(novelist),1990
180,1939,http://dbpedia.org/resource/Blue_Highways,http://dbpedia.org/resource/William_Least_Heat-Moon,1982
181,1953,http://dbpedia.org/resource/Aristoi_(novel);http://dbpedia.org/resource/City_on_Fire_(Williams_novel);http://dbpedia.org/resource/Knight_Moves_(novel);http://dbpedia.org/resource/Metropolitan_(novel),http://dbpedia.org/resource/Walter_Jon_Williams,1985
182,1969,http://dbpedia.org/resource/Hunter's_Run,http://dbpedia.org/resource/Daniel_Abraham_(author),2007
183,1954,http://dbpedia.org/resource/Star_Wars_Journal:_The_Fight_for_Justice;http://dbpedia.org/resource/The_Gallifrey_Chronicles_(1991_book);http://dbpedia.org/resource/Timewyrm:_Genesys,http://dbpedia.org/resource/John_Peel_(writer),1991
184,1917,http://dbpedia.org/resource/Don't_Go_Near_the_Water_(novel);http://dbpedia.org/resource/The_Last_Ship_(novel),http://dbpedia.org/resource/William_Brinkley,1956
